Customer,State,Gender,Customer Lifetime Value,Income,Monthly Premium Auto,Policy Type,Vehicle Class,Total Claim Amount
RE52529,California,F,1402435.8390000002,81872.0,115.0,Corporate Auto,Four-Door Car,256.43802999999997
EQ68292,Arizona,M,533478.4887,74606.0,68.0,Corporate Auto,Two-Door Car,109.11271299999999
KF88603,Oregon,M,970035.4159999999,0.0,138.0,Personal Auto,SUV,993.6
JR62870,California,M,570328.8862,41438.0,72.0,Personal Auto,Two-Door Car,323.836677
NN40477,Arizona,F,428074.70079999993,52679.0,110.0,Personal Auto,Sports Car,528.0
JP40952,Arizona,M,339805.22770000005,0.0,101.0,Personal Auto,SUV,1183.780098
FG24548,Oregon,M,1104410.847,44524.0,70.0,Personal Auto,Four-Door Car,200.768848
DZ89536,Oregon,M,323799.6209,60244.0,83.0,Corporate Auto,Four-Door Car,326.281835
GH64274,California,M,2580526.839,22711.0,82.0,Personal Auto,Two-Door Car,393.6
NX62002,Oregon,M,1749752.2010000001,0.0,73.0,Corporate Auto,Two-Door Car,350.4
CV57391,Arizona,F,2226102.24,50398.0,71.0,Personal Auto,Four-Door Car,339.42418
ZN36983,California,M,900659.8402,0.0,86.0,Personal Auto,Four-Door Car,412.8
OT40088,Oregon,F,990497.7026999999,0.0,66.0,Personal Auto,Four-Door Car,475.2
CD56261,California,F,743220.3079000001,0.0,102.0,Corporate Auto,SUV,1037.274096
OG72448,Arizona,M,815057.3759000001,0.0,114.0,Personal Auto,Four-Door Car,1310.4615800000001
IH64929,California,M,495624.72349999996,87197.0,63.0,Personal Auto,Two-Door Car,247.40235299999998
FD20455,California,M,653705.1379,0.0,100.0,Personal Auto,Sports Car,720.0
ET89070,California,F,944883.3931000001,85221.0,117.0,Personal Auto,Sports Car,516.907624
DY87071,Arizona,M,751913.3631000001,96306.0,95.0,Personal Auto,Four-Door Car,185.355353
AX10148,California,F,240936.8488,0.0,66.0,Personal Auto,Four-Door Car,316.8
DB28487,California,F,1704143.83,22249.0,64.0,Personal Auto,Four-Door Car,455.191595
KU92052,California,F,439804.70530000003,0.0,62.0,Personal Auto,Four-Door Car,382.067564
FB17016,Oregon,F,547006.0561,54507.0,138.0,Personal Auto,SUV,702.990032
BM45823,Oregon,M,317303.2243,0.0,101.0,Personal Auto,Four-Door Car,484.8
NN53003,California,M,1325817.973,20754.0,184.0,Personal Auto,Luxury SUV,1324.8
LF94873,California,F,1304537.088,0.0,190.0,Personal Auto,SUV,1654.202174
VB57504,California,M,256069.13059999997,30027.0,65.0,Personal Auto,Four-Door Car,312.0
NT25078,Nevada,M,338777.901,23156.0,88.0,Special Auto,Four-Door Car,422.4
FH86704,California,M,643933.0195,0.0,93.0,Personal Auto,Four-Door Car,669.6
KX32370,California,M,707894.8598999999,23222.0,90.0,Corporate Auto,Two-Door Car,252.938842
NN76284,California,F,241776.32359999997,0.0,65.0,Corporate Auto,Four-Door Car,468.0
LJ43988,California,F,2049273.5499999998,27317.0,102.0,Personal Auto,Four-Door Car,489.6
MM44301,California,F,780531.287,21073.0,106.0,Corporate Auto,SUV,508.8
ED63600,California,M,2206254.841,0.0,225.0,Corporate Auto,Luxury Car,1620.0
RT37588,Arizona,F,1121844.173,69268.0,93.0,Personal Auto,Two-Door Car,19.170855
LF19061,Arizona,F,542748.4591,74561.0,68.0,Personal Auto,Two-Door Car,234.393625
EW73451,Arizona,M,259243.7797,72421.0,65.0,Personal Auto,Four-Door Car,312.0
UC29668,Oregon,F,260135.1096,0.0,71.0,Corporate Auto,Two-Door Car,17.029835000000002
ZC32761,Arizona,M,843322.8985,57961.0,72.0,Personal Auto,Two-Door Car,38.513959
FQ22639,California,M,296767.0797,35205.0,76.0,Personal Auto,Four-Door Car,178.839506
YZ60434,Oregon,M,538009.1625999999,0.0,74.0,Personal Auto,Four-Door Car,59.026302
MJ45965,Oregon,M,805989.3670999999,72309.0,68.0,Personal Auto,Four-Door Car,244.72714399999998
IS95398,Nevada,F,844484.0217,76352.0,109.0,Personal Auto,SUV,501.83778
LZ81665,Washington,M,965544.2955,0.0,100.0,Personal Auto,SUV,720.0
OP43389,California,F,817823.5107,29057.0,102.0,Corporate Auto,SUV,489.6
PI98333,Oregon,F,235317.91210000002,0.0,66.0,Personal Auto,Four-Door Car,501.153571
YX67409,California,M,805865.9712999999,25595.0,101.0,Personal Auto,SUV,484.8
XR85926,Oregon,M,801236.5866,58058.0,67.0,Personal Auto,Four-Door Car,355.198918
MJ54807,Nevada,M,1647316.905,22828.0,106.0,Personal Auto,SUV,508.8
AX36597,Arizona,F,590715.1868,0.0,81.0,Personal Auto,Four-Door Car,390.16191200000003
IC94434,California,F,825766.6512,23815.0,73.0,Corporate Auto,Four-Door Car,424.330166
ZX56541,California,M,495429.2104,45329.0,65.0,Personal Auto,Two-Door Car,312.0
RI76571,Washington,M,4302652.149,59349.0,119.0,Personal Auto,SUV,222.03232599999998
YL78930,Oregon,M,379496.4613,19794.0,105.0,Personal Auto,Four-Door Car,504.0
ZX17330,Arizona,M,253738.32069999998,92401.0,64.0,Personal Auto,Four-Door Car,50.359627
MK92016,Oregon,M,802604.923,0.0,109.0,Corporate Auto,SUV,898.4300789999999
KH93541,Nevada,F,778667.6381,83000.0,97.0,Corporate Auto,Four-Door Car,378.5566
UG12132,Washington,F,525692.3177,77693.0,65.0,Personal Auto,Four-Door Car,225.045919
BV35683,Arizona,F,825629.78,62902.0,69.0,Personal Auto,Two-Door Car,159.383042
PN69476,Nevada,M,245333.62420000002,0.0,70.0,Personal Auto,Two-Door Car,449.601961
HB70063,Washington,M,431276.9797999999,43386.0,111.0,Personal Auto,SUV,413.002348
CR59224,California,M,555691.458,29120.0,72.0,Corporate Auto,Two-Door Car,345.6
RH97231,Washington,M,869399.5589000001,48893.0,110.0,Personal Auto,SUV,787.88953
FY67942,California,F,1183095.192,92931.0,146.0,Personal Auto,SUV,503.144025
HG68775,Washington,F,450648.50059999997,15462.0,115.0,Corporate Auto,Four-Door Car,611.941558
ED28429,Washington,M,415959.39209999994,0.0,62.0,Personal Auto,Two-Door Car,446.4
IH17933,Washington,M,446244.5111,70088.0,112.0,Personal Auto,SUV,536.481665
NE67816,Oregon,M,251525.90019999997,25558.0,63.0,Personal Auto,Four-Door Car,453.6
QJ65091,Arizona,F,800739.9376000001,0.0,112.0,Corporate Auto,Sports Car,537.6
TR75465,Washington,M,990127.8118,0.0,134.0,Personal Auto,SUV,643.2
LM12349,Washington,F,1228284.085,36328.0,155.0,Corporate Auto,SUV,388.148089
XZ62712,Washington,F,4446802.303,32948.0,127.0,Personal Auto,SUV,1428.972913
SL70555,California,M,818458.5992,69114.0,103.0,Personal Auto,SUV,162.19958400000002
XI31845,Oregon,F,1600794.9540000001,45302.0,133.0,Personal Auto,SUV,638.4
DQ34772,Arizona,M,636184.5408,0.0,88.0,Personal Auto,Four-Door Car,110.527627
XU57332,California,F,873650.1241,53173.0,112.0,Personal Auto,SUV,1169.4097869999998
SJ87108,Arizona,F,433406.4096,23904.0,123.0,Corporate Auto,SUV,590.4
PL33465,Arizona,F,437636.35920000006,63774.0,111.0,Personal Auto,Four-Door Car,60.036683
XL80761,California,M,929408.8718999999,67544.0,116.0,Corporate Auto,SUV,556.8
SB41594,California,M,254300.3943,26691.0,65.0,Personal Auto,Four-Door Car,312.0
UB51030,Washington,F,658245.0781,0.0,62.0,Special Auto,Four-Door Car,297.6
KT46283,California,M,468646.96739999996,58089.0,118.0,Corporate Auto,SUV,566.4
WZ65217,Nevada,M,1432515.261,0.0,136.0,Personal Auto,SUV,652.8
JB11283,California,M,1274335.175,99583.0,64.0,Personal Auto,Four-Door Car,99.674341
TM13014,California,M,243408.581,0.0,68.0,Personal Auto,Four-Door Car,271.489602
QS81789,Oregon,F,2510709.812,24410.0,73.0,Corporate Auto,Four-Door Car,350.4
FP78531,California,F,1343200.2889999999,68956.0,118.0,Personal Auto,SUV,118.538444
RN41087,California,F,275378.0996,0.0,73.0,Personal Auto,Four-Door Car,298.67104900000004
WJ88394,Nevada,F,865330.2322,20588.0,113.0,Personal Auto,SUV,586.390393
LH94971,Oregon,M,705788.8812000001,37840.0,90.0,Corporate Auto,Four-Door Car,432.0
VW34309,Oregon,F,590694.0238,43440.0,74.0,Personal Auto,Four-Door Car,128.21198
XH47320,Nevada,F,293742.4534,83195.0,73.0,Personal Auto,Two-Door Car,332.693627
GX13549,California,F,497423.53090000007,0.0,70.0,Personal Auto,Four-Door Car,336.0
VY32314,Oregon,M,426861.8821,43209.0,110.0,Personal Auto,Sports Car,528.0
TF65501,California,F,460191.3754,37308.0,115.0,Personal Auto,SUV,552.0
EO24423,Arizona,M,240463.3766,22239.0,62.0,Personal Auto,Four-Door Car,297.6
LA79102,California,F,763844.2811,66106.0,95.0,Personal Auto,Two-Door Car,250.32325699999998
FT74388,Nevada,M,462362.4811,97065.0,117.0,Personal Auto,SUV,561.6
ZE59592,Oregon,M,547018.1751,24910.0,69.0,Personal Auto,Two-Door Car,746.107437
JU64043,Oregon,M,499934.581,49414.0,68.0,Personal Auto,Four-Door Car,159.631303
TR96772,Arizona,F,1595651.879,61148.0,132.0,Personal Auto,Sports Car,98.206649
DQ35195,Arizona,F,927568.1451999999,52494.0,119.0,Corporate Auto,Two-Door Car,571.2
No74162,Arizona,M,759533.5237,20538.0,104.0,Personal Auto,SUV,499.2
XP52012,Arizona,M,2425871.383,0.0,89.0,Personal Auto,Two-Door Car,538.689882
HQ16068,Washington,M,2463696.719,73716.0,103.0,Special Auto,Sports Car,162.66264099999998
QM78112,Washington,M,281046.4447,26790.0,71.0,Personal Auto,Two-Door Car,340.8
GI30974,Oregon,M,233735.66989999998,0.0,65.0,Corporate Auto,Four-Door Car,468.0
NM51858,Oregon,M,466804.3154,53252.0,117.0,Personal Auto,SUV,561.6
ZL37444,California,M,1097206.778,24164.0,137.0,Personal Auto,Sports Car,657.6
CI60365,California,F,3461137.896,20090.0,109.0,Special Auto,Sports Car,523.2
IX45386,Arizona,M,247883.3596,81721.0,63.0,Personal Auto,Four-Door Car,133.90028999999998
ZO29478,Washington,F,2619741.498,18495.0,113.0,Personal Auto,SUV,542.4
NG34818,California,M,628207.9645000001,42314.0,80.0,Personal Auto,Four-Door Car,56.39419
EE95568,California,F,1095438.352,89892.0,135.0,Personal Auto,SUV,526.2487980000001
LM84166,California,M,316437.8577,0.0,92.0,Personal Auto,Two-Door Car,662.4
RO32883,Oregon,F,780459.7655,0.0,117.0,Personal Auto,Four-Door Car,91.055318
OI68331,California,F,520719.7499,21576.0,65.0,Personal Auto,Four-Door Car,312.0
PW95813,Oregon,F,288645.1602,10312.0,78.0,Personal Auto,Four-Door Car,486.27855700000003
LM50087,Arizona,F,248364.2397,50632.0,62.0,Corporate Auto,Two-Door Car,54.961039
JD82896,California,F,489626.1605,0.0,139.0,Personal Auto,SUV,1000.8
KA62636,Oregon,M,492800.1408,97917.0,67.0,Personal Auto,Two-Door Car,279.184512
VG85511,Arizona,M,875959.2518000001,28280.0,116.0,Personal Auto,Sports Car,556.8
GT18023,California,F,1128152.451,86195.0,139.0,Special Auto,SUV,601.6679019999999
VI35467,Nevada,F,431567.05000000005,89797.0,106.0,Personal Auto,SUV,70.958361
LF75926,Arizona,M,449190.9095,0.0,63.0,Personal Auto,Four-Door Car,302.4
SS13550,Nevada,M,674524.8379,0.0,192.0,Personal Auto,Luxury SUV,1921.2489289999999
AA34092,California,M,2879995.415,33635.0,240.0,Personal Auto,Luxury SUV,1152.0
GQ15708,Oregon,M,1450302.129,29790.0,194.0,Personal Auto,Luxury SUV,931.2
JR72064,Arizona,M,827062.5331000001,44656.0,70.0,Personal Auto,Two-Door Car,336.0
AN79079,Arizona,M,1273195.161,40870.0,105.0,Personal Auto,SUV,504.0
DS45844,California,M,416709.4538,0.0,117.0,Corporate Auto,Sports Car,94.94292
QJ90136,California,F,1045548.983,28363.0,133.0,Personal Auto,Sports Car,638.4
OS95734,California,F,707439.8104000001,94508.0,88.0,Personal Auto,Four-Door Car,491.384479
KT21352,Oregon,M,704647.8698000001,0.0,64.0,Personal Auto,Four-Door Car,324.69555499999996
CG33085,Oregon,M,1335744.5440000002,0.0,124.0,Personal Auto,SUV,696.034509
IU94124,Arizona,M,1870875.831,0.0,77.0,Personal Auto,Four-Door Car,554.4
HW93117,California,F,816933.4846,0.0,116.0,Corporate Auto,Sports Car,835.2
ON63161,Oregon,F,858327.2854,18017.0,114.0,Personal Auto,Four-Door Car,547.2
HT64629,Washington,F,1223436.232,0.0,117.0,Personal Auto,SUV,930.5947070000001
XE59612,Nevada,M,718567.3718000001,63741.0,91.0,Corporate Auto,Four-Door Car,36.980596000000006
VZ39362,Oregon,F,906020.4521,57078.0,113.0,Personal Auto,Sports Car,542.4
SL71970,Oregon,F,233617.73309999998,0.0,67.0,Special Auto,Four-Door Car,458.66138099999995
YO29244,Oregon,F,799541.091,25239.0,100.0,Personal Auto,SUV,150.96491
TN85931,Oregon,F,589755.5427,29227.0,74.0,Special Auto,Two-Door Car,421.19002
PP92749,California,F,393900.63700000005,60021.0,99.0,Special Auto,Four-Door Car,882.8719449999999
MB54287,Oregon,F,269535.2444,0.0,73.0,Personal Auto,Four-Door Car,780.57363
JQ93340,Nevada,M,545921.6794,83208.0,68.0,Special Auto,Four-Door Car,325.866271
LN20978,Oregon,F,1072161.076,25983.0,90.0,Corporate Auto,Four-Door Car,432.0
ZD59913,Oregon,F,249125.7604,25965.0,65.0,Corporate Auto,Four-Door Car,329.206567
BG80246,Arizona,F,557017.755,22679.0,72.0,Personal Auto,Two-Door Car,345.6
VP48253,Arizona,M,510073.7803,41186.0,70.0,Personal Auto,Four-Door Car,242.32040899999998
BR39076,California,F,763382.1822,0.0,67.0,Personal Auto,Four-Door Car,445.702958
ZD29731,California,M,465666.50639999995,29070.0,61.0,Personal Auto,Two-Door Car,292.8
QR88427,Nevada,F,436319.82,0.0,63.0,Personal Auto,Four-Door Car,302.4
WN69789,California,F,252672.9022,33485.0,63.0,Personal Auto,Four-Door Car,343.705799
LZ39487,Washington,F,512271.89269999997,58206.0,64.0,Personal Auto,Four-Door Car,454.188803
GO42840,Oregon,M,248354.4888,87492.0,62.0,Personal Auto,Two-Door Car,264.46180499999997
SR96970,Oregon,M,348927.6369,0.0,98.0,Personal Auto,Four-Door Car,705.6
ED90879,Nevada,M,732591.7302,20757.0,102.0,Corporate Auto,Four-Door Car,216.4268
SS69401,Oregon,F,484105.7535,23449.0,61.0,Corporate Auto,Four-Door Car,292.8
VF32335,Arizona,M,1996439.7080000003,0.0,192.0,Personal Auto,Luxury SUV,921.6
WX14028,Nevada,F,3245039.142,60455.0,104.0,Personal Auto,SUV,499.2
FP99321,Washington,M,262817.1324,0.0,89.0,Personal Auto,Four-Door Car,640.8
QF21628,California,M,309562.71239999996,53588.0,77.0,Personal Auto,Four-Door Car,369.6
OR40901,California,M,1273195.161,40870.0,105.0,Corporate Auto,SUV,504.0
NF82527,Arizona,M,263156.4135,0.0,71.0,Personal Auto,Two-Door Car,340.8
GD84658,Nevada,F,3598410.4569999995,0.0,129.0,Corporate Auto,Sports Car,1267.549091
PA14842,Washington,F,290689.3312,45128.0,72.0,Special Auto,Four-Door Car,66.667784
SA45648,California,M,1062806.415,90874.0,137.0,Personal Auto,SUV,459.785009
IQ37561,Arizona,F,759096.1288,52823.0,95.0,Personal Auto,Two-Door Car,125.768818
TP34946,California,M,510803.87549999997,26784.0,67.0,Corporate Auto,Four-Door Car,482.4
TL20040,Oregon,M,1398984.697,22354.0,118.0,Personal Auto,SUV,775.526054
JM96431,Oregon,M,311570.4933,54420.0,80.0,Personal Auto,Four-Door Car,576.0
LN10007,Oregon,F,1336944.267,50800.0,112.0,Corporate Auto,Sports Car,621.218119
WY17451,Oregon,F,862118.5568000001,0.0,87.0,Personal Auto,Four-Door Car,417.6
XS30210,Arizona,M,1035901.9850000001,84583.0,65.0,Corporate Auto,Four-Door Car,238.86865899999998
UD27331,Nevada,M,324183.84030000004,33701.0,88.0,Personal Auto,Four-Door Car,460.815578
HC52114,California,F,434499.018,0.0,63.0,Corporate Auto,Four-Door Car,462.63613
WG50184,Arizona,F,533246.2694,68931.0,66.0,Corporate Auto,Four-Door Car,309.577946
BQ99053,Oregon,M,769245.6014,0.0,105.0,Personal Auto,Four-Door Car,504.0
IY77611,Arizona,M,2622381.193,0.0,115.0,Corporate Auto,SUV,828.0
ER24015,Arizona,M,693062.5422,29318.0,198.0,Personal Auto,SUV,1386.824722
SG71810,Oregon,F,1161025.439,41503.0,73.0,Personal Auto,Two-Door Car,15.001594
OQ10108,Oregon,M,893711.8615000001,0.0,126.0,Personal Auto,SUV,604.8
ON45263,California,F,246285.9762,0.0,69.0,Personal Auto,Two-Door Car,427.25055
RD15786,Oregon,M,230069.15469999998,25905.0,63.0,Personal Auto,Four-Door Car,302.4
TU64352,Oregon,F,407802.33310000005,0.0,116.0,Personal Auto,Sports Car,835.2
CR12479,Nevada,F,286859.88659999997,40046.0,73.0,Personal Auto,Four-Door Car,118.50979099999999
AW36627,California,F,442803.1583,58577.0,110.0,Personal Auto,SUV,303.872752
UD31660,California,M,406159.0219,70129.0,103.0,Personal Auto,Four-Door Car,130.495798
QL18084,Nevada,M,1850428.01,91268.0,229.0,Corporate Auto,Luxury Car,737.737825
DJ11965,California,F,490489.47310000006,12902.0,139.0,Personal Auto,Sports Car,667.2
LT16517,Oregon,F,1082787.278,62053.0,134.0,Personal Auto,SUV,614.03209
JG77605,Nevada,F,574512.1547,30389.0,73.0,Personal Auto,Four-Door Car,278.932051
PD94851,Nevada,M,242325.97780000002,15585.0,65.0,Personal Auto,Two-Door Car,67.618365
NK27819,Arizona,M,592672.9379,23091.0,96.0,Personal Auto,Four-Door Car,460.8
PL28709,California,F,460503.6646,22571.0,63.0,Personal Auto,Four-Door Car,302.4
DY35560,Oregon,M,213277.16749999998,0.0,61.0,Personal Auto,Four-Door Car,691.677138
LX23185,Oregon,F,264371.57399999996,0.0,82.0,Personal Auto,Two-Door Car,393.6
NA39347,California,M,582422.4192,73976.0,73.0,Personal Auto,Four-Door Car,338.529369
SI32097,Oregon,F,688961.61,30814.0,87.0,Personal Auto,Four-Door Car,417.6
JD50909,Arizona,F,300809.9115,80681.0,74.0,Corporate Auto,Four-Door Car,355.2
FB55024,Oregon,F,328617.1949,60934.0,82.0,Personal Auto,Two-Door Car,393.6
NQ51389,Oregon,M,1355277.7759999998,0.0,62.0,Corporate Auto,Two-Door Car,446.4
EA23961,California,F,516619.0278,80797.0,64.0,Personal Auto,Four-Door Car,300.94029700000004
RQ78687,Oregon,M,294599.8877,89410.0,74.0,Personal Auto,Four-Door Car,95.997363
ZE42703,Nevada,M,486347.0811,52728.0,127.0,Corporate Auto,SUV,609.6
LZ34164,Nevada,F,489261.7128,43199.0,61.0,Personal Auto,Four-Door Car,334.007478
CO44659,Arizona,F,333759.441,43510.0,83.0,Personal Auto,Four-Door Car,238.088581
YQ53901,Washington,F,524627.8375,28909.0,66.0,Personal Auto,Two-Door Car,456.70273499999996
LX46285,Oregon,F,903121.4859,0.0,122.0,Personal Auto,Sports Car,650.52179
GH90738,Oregon,F,358007.6125,71176.0,91.0,Personal Auto,Two-Door Car,278.072755
FK10455,California,M,980254.8509,84429.0,123.0,Personal Auto,SUV,115.07234
GJ77362,California,M,482565.1946,61613.0,61.0,Special Auto,Four-Door Car,40.562432
WJ26538,California,M,320330.36950000003,68370.0,80.0,Personal Auto,Four-Door Car,244.158446
IN67175,California,F,565913.9938,52389.0,72.0,Personal Auto,Four-Door Car,345.6
LA52988,Oregon,F,414486.8939,64478.0,103.0,Personal Auto,SUV,8.281829
ZH89968,Washington,F,1377097.6180000002,59207.0,116.0,Personal Auto,Four-Door Car,556.8
YA17061,Nevada,F,371647.9655,17162.0,96.0,Corporate Auto,Four-Door Car,460.8
NT76210,Nevada,M,312308.0994,0.0,101.0,Personal Auto,SUV,960.115399
XL58577,California,M,1216874.492,14973.0,115.0,Personal Auto,SUV,828.0
WJ57919,California,M,267473.0716,56342.0,69.0,Special Auto,Four-Door Car,331.2
FG77231,Oregon,F,1274184.754,73054.0,106.0,Personal Auto,SUV,419.36595800000003
UH32376,Nevada,M,403754.72579999996,21586.0,106.0,Personal Auto,Two-Door Car,1056.291709
RA43827,Oregon,F,862830.3301,0.0,117.0,Special Auto,SUV,842.4
WA67245,Oregon,F,2209361.6180000002,24193.0,185.0,Personal Auto,Sports Car,785.367947
GT65478,Oregon,F,821742.7595000002,84815.0,68.0,Personal Auto,Four-Door Car,279.996658
SZ35936,Oregon,F,2619741.498,18495.0,113.0,Corporate Auto,SUV,542.4
AT41276,California,M,811053.6059,36554.0,70.0,Personal Auto,Two-Door Car,433.38842
JD94356,Oregon,F,476636.7352,0.0,68.0,Personal Auto,Four-Door Car,656.959783
PU88199,Oregon,M,881901.8934,99845.0,110.0,Corporate Auto,SUV,528.0
OR33365,California,F,517127.2924,0.0,69.0,Corporate Auto,Two-Door Car,344.469652
KQ36942,California,M,389657.2719,10853.0,104.0,Corporate Auto,SUV,350.30638500000003
LN62857,California,F,600502.7312,23749.0,77.0,Personal Auto,Four-Door Car,151.550875
GY99465,Oregon,F,686918.5344,0.0,69.0,Corporate Auto,Four-Door Car,331.2
JV58396,California,M,305454.1283,0.0,88.0,Personal Auto,Four-Door Car,422.4
WC83553,Oregon,M,487421.6555,92783.0,61.0,Personal Auto,Two-Door Car,6.6712679999999995
CB95310,Arizona,F,274742.9661,83502.0,68.0,Personal Auto,Four-Door Car,368.963633
YY71144,Oregon,M,871704.9833,83846.0,74.0,Personal Auto,Four-Door Car,355.2
TP96247,Oregon,F,409965.9085,18606.0,110.0,Personal Auto,SUV,568.8449049999999
HC16500,Arizona,M,818996.7712000001,72191.0,68.0,Personal Auto,Four-Door Car,209.387509
AM29546,Oregon,M,522503.143,57733.0,66.0,Personal Auto,Two-Door Car,393.528054
ZM31116,Arizona,M,794928.426,63688.0,99.0,Personal Auto,Four-Door Car,475.2
VG40704,California,F,313540.56059999997,55855.0,79.0,Personal Auto,Four-Door Car,272.9955
PJ73790,Oregon,F,393900.63700000005,60021.0,99.0,Special Auto,Four-Door Car,882.8719449999999
KE36052,Arizona,M,532572.4541,0.0,73.0,Corporate Auto,Two-Door Car,496.474767
HW97280,California,M,1948324.011,74300.0,122.0,Personal Auto,SUV,354.55391000000003
WX10701,Washington,M,345923.0941,0.0,96.0,Corporate Auto,Four-Door Car,460.8
CC16034,Oregon,F,1710379.1730000002,51747.0,71.0,Personal Auto,Four-Door Car,340.8
YA83600,Arizona,F,275331.2714,28887.0,73.0,Personal Auto,Four-Door Car,425.81795
UE10014,Arizona,M,1286689.474,0.0,189.0,Personal Auto,Luxury Car,1415.5793019999999
NV11692,Nevada,F,442024.89829999994,0.0,68.0,Personal Auto,Four-Door Car,546.4200089999999
XJ52902,Nevada,M,275647.2584,43540.0,70.0,Corporate Auto,Two-Door Car,117.585017
EI89831,Nevada,F,774391.8426,96961.0,64.0,Corporate Auto,Two-Door Car,81.377259
ZY57929,Arizona,F,816974.6083,32799.0,104.0,Personal Auto,SUV,499.2
KI70852,Nevada,F,356986.4625,0.0,101.0,Personal Auto,SUV,1201.085226
WD38067,California,F,1065688.195,72540.0,88.0,Personal Auto,Two-Door Car,631.743039
NQ45562,California,M,709263.5634999999,35173.0,180.0,Personal Auto,Sports Car,415.331869
RU75129,Washington,F,277734.18850000005,65431.0,69.0,Personal Auto,Four-Door Car,331.2
KC16062,Arizona,F,755041.865,0.0,100.0,Corporate Auto,SUV,480.0
VK57280,Washington,M,472735.45479999995,0.0,72.0,Personal Auto,Four-Door Car,345.6
AP90638,Arizona,M,1427455.485,0.0,84.0,Personal Auto,Four-Door Car,604.8
GF12712,California,F,955934.0023999999,40672.0,121.0,Corporate Auto,SUV,580.8
QQ26855,California,F,887979.0016999999,52583.0,113.0,Personal Auto,SUV,528.2008599999999
ZJ90079,Arizona,F,552547.0004,64816.0,69.0,Corporate Auto,Four-Door Car,331.2
CE75354,California,F,592320.8,36685.0,74.0,Corporate Auto,Four-Door Car,355.2
CP38401,Oregon,M,850165.2884000001,0.0,136.0,Personal Auto,Sports Car,979.2
ZZ42291,California,F,4023597.3100000005,77143.0,125.0,Personal Auto,SUV,176.006384
EI57866,Arizona,M,258482.4329,60942.0,64.0,Special Auto,Two-Door Car,288.205261
KL39986,Arizona,F,1927881.7149999999,0.0,61.0,Personal Auto,Two-Door Car,366.60473199999996
PL18921,Oregon,F,1198198.481,21514.0,62.0,Personal Auto,Two-Door Car,257.248789
SR71068,Washington,M,393381.3993,25927.0,103.0,Personal Auto,SUV,674.973614
JM47657,Oregon,F,249125.7604,25965.0,65.0,Personal Auto,Four-Door Car,329.206567
JZ54775,Arizona,F,743166.4369,27688.0,92.0,Personal Auto,Four-Door Car,572.352362
LO57469,Oregon,F,786518.2898,75490.0,97.0,Corporate Auto,Four-Door Car,43.084332
DA99797,Oregon,F,1597891.049,33871.0,136.0,Personal Auto,SUV,933.6246550000001
WA63124,Nevada,F,211385.703,0.0,65.0,Personal Auto,Four-Door Car,468.0
YV97407,California,M,866173.5884,85470.0,109.0,Personal Auto,SUV,523.2
UQ71296,Washington,M,562530.7768,97095.0,70.0,Personal Auto,Four-Door Car,208.035411
LY14687,Washington,F,459215.0374,73604.0,114.0,Personal Auto,SUV,184.222768
AM32820,California,M,370991.9724,0.0,112.0,Personal Auto,SUV,1082.898726
ZP47993,California,F,820892.9715,40646.0,103.0,Personal Auto,Four-Door Car,494.4
WN13366,Arizona,F,559538.9905,74454.0,71.0,Personal Auto,Four-Door Car,340.8
MK87221,Arizona,F,341362.25600000005,18168.0,87.0,Personal Auto,Two-Door Car,417.6
BC77846,Nevada,M,632503.0596,0.0,89.0,Personal Auto,Two-Door Car,614.572672
YL27602,Oregon,M,639387.4612,0.0,66.0,Personal Auto,Four-Door Car,316.8
QS70017,Arizona,M,873840.1012999999,43597.0,110.0,Personal Auto,Two-Door Car,528.0
PZ80067,Oregon,M,483639.4361,0.0,140.0,Personal Auto,SUV,672.0
FV62588,Oregon,M,2496775.8419999997,66825.0,69.0,Personal Auto,Four-Door Car,70.031111
IN56924,California,F,540995.5926,0.0,62.0,Personal Auto,Four-Door Car,297.6
IX67925,California,M,234423.31879999998,0.0,74.0,Personal Auto,Four-Door Car,532.8
IS58553,Oregon,F,1517396.841,22448.0,126.0,Personal Auto,SUV,604.8
AB78984,Oregon,M,1112420.636,42596.0,96.0,Personal Auto,Four-Door Car,42.293622
WN13947,Oregon,M,486326.68090000004,0.0,70.0,Corporate Auto,Four-Door Car,646.785442
VA91846,Arizona,M,557754.1279999999,97868.0,70.0,Special Auto,Two-Door Car,267.786573
KM58067,California,F,452694.696,92921.0,112.0,Personal Auto,SUV,109.28708
EL42453,Washington,M,251956.9496,41372.0,64.0,Personal Auto,Four-Door Car,307.2
TP10619,California,F,489242.22390000004,26660.0,63.0,Personal Auto,Two-Door Car,453.6
AH41065,Washington,M,1894326.899,58851.0,79.0,Personal Auto,Four-Door Car,494.187643
SS63511,California,M,856476.8226000001,95697.0,107.0,Corporate Auto,Sports Car,178.006524
NE21279,California,F,441953.95229999995,0.0,112.0,Personal Auto,SUV,537.6
TN71995,Arizona,M,563774.0051,0.0,84.0,Personal Auto,Four-Door Car,403.2
OM13505,Washington,M,504748.3378,81741.0,64.0,Corporate Auto,Four-Door Car,186.448395
KI83797,Oregon,F,491311.8904,48295.0,63.0,Personal Auto,Four-Door Car,290.30155299999996
SH60585,Nevada,F,579906.3709,65538.0,72.0,Personal Auto,Four-Door Car,261.341223
GU33167,Oregon,M,556898.4683,53997.0,69.0,Personal Auto,Four-Door Car,345.158393
